Year,Disease,Neighborhood,Case Count,"Crude Rate per 100,000 Population","Age-Adjusted Rate per 100,000 Population"
2016,Salmonellosis,405 Ridgewood - Forest Hills,23,9.3,9
2016,Salmonellosis,406 Fresh Meadows,12,12,11.5
2016,Salmonellosis,407 Southwest Queens,22,8,8.1
2016,Salmonellosis,408 Jamaica,39,13,13.1
2016,Salmonellosis,409 Southeast Queens,13,6.5,6.9
2016,Salmonellosis,410 Rockaway,7,6.1,6.1
2016,Salmonellosis,501 Port Richmond,3,4.1,4
2016,Salmonellosis,502 Stapleton - St. George,13,10.2,10.7
2016,Salmonellosis,503 Willowbrook,7,8,9.5
2016,Salmonellosis,504 South Beach - Tottenville,11,5.9,6.9
2016,Salmonellosis,"999 NYC resident, neighborhood unknown",1,99999,99999
2001,"Streptococcus pneumoniae, invasive",101 Kingsbridge - Riverdale,4,4.4,3.3
2001,"Streptococcus pneumoniae, invasive",102 Northeast Bronx,3,1.6,1.5
2001,"Streptococcus pneumoniae, invasive",103 Fordham - Bronx Park,10,4,4.3
2001,"Streptococcus pneumoniae, invasive",104 Pelham - Throgs Neck,9,3.1,3.1
2001,"Streptococcus pneumoniae, invasive",105 Crotona - Tremont,6,3,3.2
2001,"Streptococcus pneumoniae, invasive",106 High Bridge - Morrisania,6,3.1,4
2001,"Streptococcus pneumoniae, invasive",107 Hunts Point - Mott Haven,3,2.4,3.4
2001,"Streptococcus pneumoniae, invasive",201 Greenpoint,2,1.6,1.9
2001,"Streptococcus pneumoniae, invasive",202 Downtown - Heights - Slope,4,1.8,2.1
2001,"Streptococcus pneumoniae, invasive",203 Bedford Stuyvesant - Crown Heights,6,1.9,2
2001,"Streptococcus pneumoniae, invasive",204 East New York,7,3.9,4.5
2001,"Streptococcus pneumoniae, invasive",205 Sunset Park,3,2.5,2.8
2001,"Streptococcus pneumoniae, invasive",206 Borough Park,9,2.8,2.7
2001,"Streptococcus pneumoniae, invasive",207 East Flatbush - Flatbush,5,1.6,1.7
2001,"Streptococcus pneumoniae, invasive",208 Canarsie - Flatlands,1,0.5,0.6
2001,"Streptococcus pneumoniae, invasive",209 Bensonhurst - Bay Ridge,3,1.5,1.1
2001,"Streptococcus pneumoniae, invasive",210 Coney Island - Sheepshead Bay,4,1.4,1.1
2001,"Streptococcus pneumoniae, invasive",211 Williamsburg - Bushwick,4,2,2.7
2001,"Streptococcus pneumoniae, invasive",301 Washington Heights - Inwood,2,0.7,0.8
2001,"Streptococcus pneumoniae, invasive",302 Central Harlem - Morningside Heights,1,0.6,0.6
2001,"Streptococcus pneumoniae, invasive",303 East Harlem,6,5.5,5.7
2001,"Streptococcus pneumoniae, invasive",304 Upper West Side,4,1.8,1.5
2001,"Streptococcus pneumoniae, invasive",305 Upper East Side,2,0.9,0.8
2001,"Streptococcus pneumoniae, invasive",306 Chelsea - Clinton,2,1.5,1.3
2001,"Streptococcus pneumoniae, invasive",307 Gramercy Park - Murray Hill,1,0.8,3.6
2001,"Streptococcus pneumoniae, invasive",308 Greenwich Village - Soho,0,0,0
2001,"Streptococcus pneumoniae, invasive",309 Union Square - Lower East Side,5,2.5,2
2001,"Streptococcus pneumoniae, invasive",310 Lower Manhattan,0,0,0
2001,"Streptococcus pneumoniae, invasive",401 Long Island City - Astoria,2,0.9,1
2001,"Streptococcus pneumoniae, invasive",402 West Queens,8,1.7,1.9
2001,"Streptococcus pneumoniae, invasive",403 Flushing - Clearview,7,2.7,2
2001,"Streptococcus pneumoniae, invasive",404 Bayside - Littleneck,2,2.3,2.5
2001,"Streptococcus pneumoniae, invasive",405 Ridgewood - Forest Hills,6,2.4,2.2
2001,"Streptococcus pneumoniae, invasive",406 Fresh Meadows,3,3.2,3.2
2001,"Streptococcus pneumoniae, invasive",407 Southwest Queens,14,5.2,5.5
2001,"Streptococcus pneumoniae, invasive",408 Jamaica,7,2.4,2.5
2001,"Streptococcus pneumoniae, invasive",409 Southeast Queens,7,3.5,3.4
2001,"Streptococcus pneumoniae, invasive",410 Rockaway,1,0.9,0.8
2001,"Streptococcus pneumoniae, invasive",501 Port Richmond,1,1.6,2.1
2001,"Streptococcus pneumoniae, invasive",502 Stapleton - St. George,6,5.1,5.1
2001,"Streptococcus pneumoniae, invasive",503 Willowbrook,5,5.9,6
2001,"Streptococcus pneumoniae, invasive",504 South Beach - Tottenville,3,1.6,1.7
2001,"Streptococcus pneumoniae, invasive","999 NYC resident, neighborhood unknown",909,99999,99999
2002,"Streptococcus pneumoniae, invasive",101 Kingsbridge - Riverdale,2,2.2,1.8
2002,"Streptococcus pneumoniae, invasive",102 Northeast Bronx,2,1.1,1.1
2002,"Streptococcus pneumoniae, invasive",103 Fordham - Bronx Park,11,4.4,4.4
2002,"Streptococcus pneumoniae, invasive",104 Pelham - Throgs Neck,14,4.8,4.7
2002,"Streptococcus pneumoniae, invasive",105 Crotona - Tremont,4,2,2.1
2002,"Streptococcus pneumoniae, invasive",106 High Bridge - Morrisania,2,1,1.2
2002,"Streptococcus pneumoniae, invasive",107 Hunts Point - Mott Haven,5,3.9,4.4
2002,"Streptococcus pneumoniae, invasive",201 Greenpoint,1,0.8,1
2002,"Streptococcus pneumoniae, invasive",202 Downtown - Heights - Slope,5,2.3,2.7
2002,"Streptococcus pneumoniae, invasive",203 Bedford Stuyvesant - Crown Heights,13,4.1,4.6
2002,"Streptococcus pneumoniae, invasive",204 East New York,9,5,6.2
2002,"Streptococcus pneumoniae, invasive",205 Sunset Park,1,0.8,0.9
2002,"Streptococcus pneumoniae, invasive",206 Borough Park,1,0.3,0.3
2002,"Streptococcus pneumoniae, invasive",207 East Flatbush - Flatbush,3,0.9,0.9
2002,"Streptococcus pneumoniae, invasive",208 Canarsie - Flatlands,5,2.5,2.6
2002,"Streptococcus pneumoniae, invasive",209 Bensonhurst - Bay Ridge,2,1,0.8
2002,"Streptococcus pneumoniae, invasive",210 Coney Island - Sheepshead Bay,3,1,1
2002,"Streptococcus pneumoniae, invasive",211 Williamsburg - Bushwick,5,2.5,2.7
2002,"Streptococcus pneumoniae, invasive",301 Washington Heights - Inwood,0,0,0
2002,"Streptococcus pneumoniae, invasive",302 Central Harlem - Morningside Heights,1,0.6,0.7
2002,"Streptococcus pneumoniae, invasive",303 East Harlem,6,5.5,6
2002,"Streptococcus pneumoniae, invasive",304 Upper West Side,1,0.5,0.4
2002,"Streptococcus pneumoniae, invasive",305 Upper East Side,2,0.9,0.9
2002,"Streptococcus pneumoniae, invasive",306 Chelsea - Clinton,1,0.8,0.7
2002,"Streptococcus pneumoniae, invasive",307 Gramercy Park - Murray Hill,2,1.6,1.4
2002,"Streptococcus pneumoniae, invasive",308 Greenwich Village - Soho,1,1.2,1.1
2002,"Streptococcus pneumoniae, invasive",309 Union Square - Lower East Side,1,0.5,0.5
2002,"Streptococcus pneumoniae, invasive",310 Lower Manhattan,0,0,0
2002,"Streptococcus pneumoniae, invasive",401 Long Island City - Astoria,3,1.4,1.2
2002,"Streptococcus pneumoniae, invasive",402 West Queens,8,1.7,2
2002,"Streptococcus pneumoniae, invasive",403 Flushing - Clearview,7,2.7,2.4
2002,"Streptococcus pneumoniae, invasive",404 Bayside - Littleneck,0,0,0
2002,"Streptococcus pneumoniae, invasive",405 Ridgewood - Forest Hills,5,2,2.1
2002,"Streptococcus pneumoniae, invasive",406 Fresh Meadows,5,5.3,5.4
2002,"Streptococcus pneumoniae, invasive",407 Southwest Queens,12,4.5,4.7
2002,"Streptococcus pneumoniae, invasive",408 Jamaica,7,2.4,2.5
2002,"Streptococcus pneumoniae, invasive",409 Southeast Queens,11,5.5,5.4
2002,"Streptococcus pneumoniae, invasive",410 Rockaway,2,1.9,1.8
2002,"Streptococcus pneumoniae, invasive",501 Port Richmond,4,6.2,4.9
2002,"Streptococcus pneumoniae, invasive",502 Stapleton - St. George,10,8.4,8.5
2002,"Streptococcus pneumoniae, invasive",503 Willowbrook,1,1.2,1.2
2002,"Streptococcus pneumoniae, invasive",504 South Beach - Tottenville,1,0.5,0.5
2002,"Streptococcus pneumoniae, invasive","999 NYC resident, neighborhood unknown",1036,99999,99999
2003,"Streptococcus pneumoniae, invasive",101 Kingsbridge - Riverdale,3,3.3,2.9
2003,"Streptococcus pneumoniae, invasive",102 Northeast Bronx,5,2.6,2.4
2003,"Streptococcus pneumoniae, invasive",103 Fordham - Bronx Park,9,3.6,4.1
2003,"Streptococcus pneumoniae, invasive",104 Pelham - Throgs Neck,3,1,1
2003,"Streptococcus pneumoniae, invasive",105 Crotona - Tremont,10,4.9,5.7
2003,"Streptococcus pneumoniae, invasive",106 High Bridge - Morrisania,7,3.5,4.7
2003,"Streptococcus pneumoniae, invasive",107 Hunts Point - Mott Haven,3,2.3,2.3
2003,"Streptococcus pneumoniae, invasive",201 Greenpoint,3,2.4,2.4
2003,"Streptococcus pneumoniae, invasive",202 Downtown - Heights - Slope,3,1.4,1.4
2003,"Streptococcus pneumoniae, invasive",203 Bedford Stuyvesant - Crown Heights,12,3.8,3.9
2003,"Streptococcus pneumoniae, invasive",204 East New York,8,4.4,5.3
2003,"Streptococcus pneumoniae, invasive",205 Sunset Park,5,4.1,4.2
2003,"Streptococcus pneumoniae, invasive",206 Borough Park,6,1.8,1.8
2003,"Streptococcus pneumoniae, invasive",207 East Flatbush - Flatbush,7,2.2,2.2
2003,"Streptococcus pneumoniae, invasive",208 Canarsie - Flatlands,4,2,2
2003,"Streptococcus pneumoniae, invasive",209 Bensonhurst - Bay Ridge,3,1.5,1.3
2003,"Streptococcus pneumoniae, invasive",210 Coney Island - Sheepshead Bay,4,1.4,1.3
2003,"Streptococcus pneumoniae, invasive",211 Williamsburg - Bushwick,5,2.5,2.6
2003,"Streptococcus pneumoniae, invasive",301 Washington Heights - Inwood,4,1.5,1.6
2003,"Streptococcus pneumoniae, invasive",302 Central Harlem - Morningside Heights,2,1.3,1.4
2003,"Streptococcus pneumoniae, invasive",303 East Harlem,1,0.9,1
2003,"Streptococcus pneumoniae, invasive",304 Upper West Side,2,0.9,0.8
2003,"Streptococcus pneumoniae, invasive",305 Upper East Side,4,1.8,1.6
2003,"Streptococcus pneumoniae, invasive",306 Chelsea - Clinton,0,0,0
2003,"Streptococcus pneumoniae, invasive",307 Gramercy Park - Murray Hill,1,0.8,0.5
2003,"Streptococcus pneumoniae, invasive",308 Greenwich Village - Soho,0,0,0
2003,"Streptococcus pneumoniae, invasive",309 Union Square - Lower East Side,0,0,0
2003,"Streptococcus pneumoniae, invasive",310 Lower Manhattan,0,0,0
2003,"Streptococcus pneumoniae, invasive",401 Long Island City - Astoria,3,1.4,1.4
2003,"Streptococcus pneumoniae, invasive",402 West Queens,10,2.1,2.2
2003,"Streptococcus pneumoniae, invasive",403 Flushing - Clearview,5,2,1.7
2003,"Streptococcus pneumoniae, invasive",404 Bayside - Littleneck,1,1.1,0.8
2003,"Streptococcus pneumoniae, invasive",405 Ridgewood - Forest Hills,11,4.5,4.1
2003,"Streptococcus pneumoniae, invasive",406 Fresh Meadows,2,2.1,1.8
2003,"Streptococcus pneumoniae, invasive",407 Southwest Queens,3,1.1,1.3
2003,"Streptococcus pneumoniae, invasive",408 Jamaica,11,3.9,4
2003,"Streptococcus pneumoniae, invasive",409 Southeast Queens,9,4.5,4.3
2003,"Streptococcus pneumoniae, invasive",410 Rockaway,1,0.9,0.9
2003,"Streptococcus pneumoniae, invasive",501 Port Richmond,4,6.1,6
2003,"Streptococcus pneumoniae, invasive",502 Stapleton - St. George,6,5,5.1
2003,"Streptococcus pneumoniae, invasive",503 Willowbrook,1,1.2,1.1
2003,"Streptococcus pneumoniae, invasive",504 South Beach - Tottenville,3,1.6,1.2
2003,"Streptococcus pneumoniae, invasive","999 NYC resident, neighborhood unknown",792,99999,99999
2004,"Streptococcus pneumoniae, invasive",101 Kingsbridge - Riverdale,2,2.2,1.5
2004,"Streptococcus pneumoniae, invasive",102 Northeast Bronx,2,1.1,1
2004,"Streptococcus pneumoniae, invasive",103 Fordham - Bronx Park,5,2,2.8
2004,"Streptococcus pneumoniae, invasive",104 Pelham - Throgs Neck,13,4.4,4.5
2004,"Streptococcus pneumoniae, invasive",105 Crotona - Tremont,6,2.9,3.2
2004,"Streptococcus pneumoniae, invasive",106 High Bridge - Morrisania,5,2.5,2.5
2004,"Streptococcus pneumoniae, invasive",107 Hunts Point - Mott Haven,6,4.6,5.4
2004,"Streptococcus pneumoniae, invasive",201 Greenpoint,2,1.6,1.3
2004,"Streptococcus pneumoniae, invasive",202 Downtown - Heights - Slope,11,5.1,5.4
2004,"Streptococcus pneumoniae, invasive",203 Bedford Stuyvesant - Crown Heights,14,4.4,4.9
2004,"Streptococcus pneumoniae, invasive",204 East New York,12,6.7,7.8
2004,"Streptococcus pneumoniae, invasive",205 Sunset Park,4,3.3,3.8
2004,"Streptococcus pneumoniae, invasive",206 Borough Park,18,5.5,5.1
2004,"Streptococcus pneumoniae, invasive",207 East Flatbush - Flatbush,15,4.8,5
2004,"Streptococcus pneumoniae, invasive",208 Canarsie - Flatlands,3,1.5,1.5
2004,"Streptococcus pneumoniae, invasive",209 Bensonhurst - Bay Ridge,8,4,3.5
2004,"Streptococcus pneumoniae, invasive",210 Coney Island - Sheepshead Bay,6,2.1,2
2004,"Streptococcus pneumoniae, invasive",211 Williamsburg - Bushwick,3,1.5,1.9
2004,"Streptococcus pneumoniae, invasive",301 Washington Heights - Inwood,4,1.5,1.5
2004,"Streptococcus pneumoniae, invasive",302 Central Harlem - Morningside Heights,2,1.3,1.1
2004,"Streptococcus pneumoniae, invasive",303 East Harlem,2,1.8,2
2004,"Streptococcus pneumoniae, invasive",304 Upper West Side,6,2.7,2.2
2004,"Streptococcus pneumoniae, invasive",305 Upper East Side,4,1.8,1.5
2004,"Streptococcus pneumoniae, invasive",306 Chelsea - Clinton,10,7.4,8
2004,"Streptococcus pneumoniae, invasive",307 Gramercy Park - Murray Hill,1,0.8,1.1
2004,"Streptococcus pneumoniae, invasive",308 Greenwich Village - Soho,3,3.6,2.9
2004,"Streptococcus pneumoniae, invasive",309 Union Square - Lower East Side,2,1,0.9
2004,"Streptococcus pneumoniae, invasive",310 Lower Manhattan,2,4.9,5
2004,"Streptococcus pneumoniae, invasive",401 Long Island City - Astoria,3,1.4,1.8
2004,"Streptococcus pneumoniae, invasive",402 West Queens,5,1.1,1.2
2004,"Streptococcus pneumoniae, invasive",403 Flushing - Clearview,5,2,1.8
2004,"Streptococcus pneumoniae, invasive",404 Bayside - Littleneck,2,2.3,2.4
2004,"Streptococcus pneumoniae, invasive",405 Ridgewood - Forest Hills,8,3.3,3.1
2004,"Streptococcus pneumoniae, invasive",406 Fresh Meadows,1,1.1,0.9
2004,"Streptococcus pneumoniae, invasive",407 Southwest Queens,3,1.1,1.2
2004,"Streptococcus pneumoniae, invasive",408 Jamaica,4,1.4,1.4
2004,"Streptococcus pneumoniae, invasive",409 Southeast Queens,8,4,3.8
2004,"Streptococcus pneumoniae, invasive",410 Rockaway,0,0,0
2004,"Streptococcus pneumoniae, invasive",501 Port Richmond,1,1.5,1.5
2004,"Streptococcus pneumoniae, invasive",502 Stapleton - St. George,2,1.7,1.6
2004,"Streptococcus pneumoniae, invasive",503 Willowbrook,0,0,0
2004,"Streptococcus pneumoniae, invasive",504 South Beach - Tottenville,1,0.5,0.6
2004,"Streptococcus pneumoniae, invasive","999 NYC resident, neighborhood unknown",862,99999,99999
2005,"Streptococcus pneumoniae, invasive",101 Kingsbridge - Riverdale,2,2.2,2.2
2005,"Streptococcus pneumoniae, invasive",102 Northeast Bronx,12,6.4,6.2
2005,"Streptococcus pneumoniae, invasive",103 Fordham - Bronx Park,13,5.2,5
2005,"Streptococcus pneumoniae, invasive",104 Pelham - Throgs Neck,18,6.2,5.8
2005,"Streptococcus pneumoniae, invasive",105 Crotona - Tremont,9,4.4,5.2
2005,"Streptococcus pneumoniae, invasive",106 High Bridge - Morrisania,6,3,3.3
2005,"Streptococcus pneumoniae, invasive",107 Hunts Point - Mott Haven,1,0.8,0.9
2005,"Streptococcus pneumoniae, invasive",201 Greenpoint,6,4.9,5.6
2005,"Streptococcus pneumoniae, invasive",202 Downtown - Heights - Slope,10,4.6,4.5
2005,"Streptococcus pneumoniae, invasive",203 Bedford Stuyvesant - Crown Heights,24,7.6,8.2
2005,"Streptococcus pneumoniae, invasive",204 East New York,28,15.5,18.1
2005,"Streptococcus pneumoniae, invasive",205 Sunset Park,3,2.5,2.6
2005,"Streptococcus pneumoniae, invasive",206 Borough Park,13,4,3.8
2005,"Streptococcus pneumoniae, invasive",207 East Flatbush - Flatbush,23,7.5,7.5
2005,"Streptococcus pneumoniae, invasive",208 Canarsie - Flatlands,13,6.7,6.9
2005,"Streptococcus pneumoniae, invasive",209 Bensonhurst - Bay Ridge,5,2.5,2
2005,"Streptococcus pneumoniae, invasive",210 Coney Island - Sheepshead Bay,11,3.8,3.1
2005,"Streptococcus pneumoniae, invasive",211 Williamsburg - Bushwick,6,3,3.5
2005,"Streptococcus pneumoniae, invasive",301 Washington Heights - Inwood,6,2.3,2.3
2005,"Streptococcus pneumoniae, invasive",302 Central Harlem - Morningside Heights,2,1.3,1.3
2005,"Streptococcus pneumoniae, invasive",303 East Harlem,5,4.5,4.8
2005,"Streptococcus pneumoniae, invasive",304 Upper West Side,5,2.3,1.5
2005,"Streptococcus pneumoniae, invasive",305 Upper East Side,6,2.7,2.3
2005,"Streptococcus pneumoniae, invasive",306 Chelsea - Clinton,8,5.8,5.2
2005,"Streptococcus pneumoniae, invasive",307 Gramercy Park - Murray Hill,0,0,0
2005,"Streptococcus pneumoniae, invasive",308 Greenwich Village - Soho,3,3.6,2.7
2005,"Streptococcus pneumoniae, invasive",309 Union Square - Lower East Side,3,1.5,1.6
2005,"Streptococcus pneumoniae, invasive",310 Lower Manhattan,0,0,0
2005,"Streptococcus pneumoniae, invasive",401 Long Island City - Astoria,10,4.7,4.9
2005,"Streptococcus pneumoniae, invasive",402 West Queens,14,3,3.3
2005,"Streptococcus pneumoniae, invasive",403 Flushing - Clearview,12,4.7,3.9
2005,"Streptococcus pneumoniae, invasive",404 Bayside - Littleneck,1,1.2,0.9
2005,"Streptococcus pneumoniae, invasive",405 Ridgewood - Forest Hills,5,2.1,1.8
2005,"Streptococcus pneumoniae, invasive",406 Fresh Meadows,5,5.4,4.8
2005,"Streptococcus pneumoniae, invasive",407 Southwest Queens,5,1.9,2
2005,"Streptococcus pneumoniae, invasive",408 Jamaica,5,1.8,1.7
2005,"Streptococcus pneumoniae, invasive",409 Southeast Queens,14,7.1,7.1
2005,"Streptococcus pneumoniae, invasive",410 Rockaway,2,1.8,1.7
2005,"Streptococcus pneumoniae, invasive",501 Port Richmond,1,1.5,2.1
2005,"Streptococcus pneumoniae, invasive",502 Stapleton - St. George,1,0.8,0.7
2005,"Streptococcus pneumoniae, invasive",503 Willowbrook,2,2.3,2.3
2005,"Streptococcus pneumoniae, invasive",504 South Beach - Tottenville,5,2.7,2.7
2005,"Streptococcus pneumoniae, invasive","999 NYC resident, neighborhood unknown",728,99999,99999
2006,"Streptococcus pneumoniae, invasive",101 Kingsbridge - Riverdale,2,2.2,1.5
2006,"Streptococcus pneumoniae, invasive",102 Northeast Bronx,14,7.5,7.2
2006,"Streptococcus pneumoniae, invasive",103 Fordham - Bronx Park,22,8.9,9.9
2006,"Streptococcus pneumoniae, invasive",104 Pelham - Throgs Neck,27,9.3,9.1
2006,"Streptococcus pneumoniae, invasive",105 Crotona - Tremont,10,5,6.2
2006,"Streptococcus pneumoniae, invasive",106 High Bridge - Morrisania,18,9.1,9.3
2006,"Streptococcus pneumoniae, invasive",107 Hunts Point - Mott Haven,17,13.1,14.8
2006,"Streptococcus pneumoniae, invasive",201 Greenpoint,10,8.2,9.7
2006,"Streptococcus pneumoniae, invasive",202 Downtown - Heights - Slope,16,7.4,8.6
2006,"Streptococcus pneumoniae, invasive",203 Bedford Stuyvesant - Crown Heights,44,14,14.6
2006,"Streptococcus pneumoniae, invasive",204 East New York,17,9.4,9.7
2006,"Streptococcus pneumoniae, invasive",205 Sunset Park,6,4.9,5.3
2006,"Streptococcus pneumoniae, invasive",206 Borough Park,28,8.6,8.5
2006,"Streptococcus pneumoniae, invasive",207 East Flatbush - Flatbush,39,12.9,13.3
2006,"Streptococcus pneumoniae, invasive",208 Canarsie - Flatlands,23,11.9,12.1
2006,"Streptococcus pneumoniae, invasive",209 Bensonhurst - Bay Ridge,10,5,4.5
2006,"Streptococcus pneumoniae, invasive",210 Coney Island - Sheepshead Bay,15,5.2,4.5
2006,"Streptococcus pneumoniae, invasive",211 Williamsburg - Bushwick,21,10.5,11.2
2006,"Streptococcus pneumoniae, invasive",301 Washington Heights - Inwood,10,3.9,4.2
2006,"Streptococcus pneumoniae, invasive",302 Central Harlem - Morningside Heights,11,6.9,7.2
2006,"Streptococcus pneumoniae, invasive",303 East Harlem,17,15.5,16
2006,"Streptococcus pneumoniae, invasive",304 Upper West Side,16,7.2,6.5
2006,"Streptococcus pneumoniae, invasive",305 Upper East Side,7,3.2,3
2006,"Streptococcus pneumoniae, invasive",306 Chelsea - Clinton,9,6.5,6
2006,"Streptococcus pneumoniae, invasive",307 Gramercy Park - Murray Hill,10,7.6,6.5
2006,"Streptococcus pneumoniae, invasive",308 Greenwich Village - Soho,4,4.7,4
2006,"Streptococcus pneumoniae, invasive",309 Union Square - Lower East Side,13,6.5,6.6
2006,"Streptococcus pneumoniae, invasive",310 Lower Manhattan,1,2.2,2.7
2006,"Streptococcus pneumoniae, invasive",401 Long Island City - Astoria,10,4.8,5.1
2006,"Streptococcus pneumoniae, invasive",402 West Queens,22,4.7,5
2006,"Streptococcus pneumoniae, invasive",403 Flushing - Clearview,10,4,3.8
2006,"Streptococcus pneumoniae, invasive",404 Bayside - Littleneck,4,4.7,5.1
2006,"Streptococcus pneumoniae, invasive",405 Ridgewood - Forest Hills,14,5.8,5.4
2006,"Streptococcus pneumoniae, invasive",406 Fresh Meadows,3,3.2,3.2
2006,"Streptococcus pneumoniae, invasive",407 Southwest Queens,16,6.1,6.2
2006,"Streptococcus pneumoniae, invasive",408 Jamaica,23,8.2,8.1
2006,"Streptococcus pneumoniae, invasive",409 Southeast Queens,5,2.6,2.7
2006,"Streptococcus pneumoniae, invasive",410 Rockaway,2,1.8,1.7
2006,"Streptococcus pneumoniae, invasive",501 Port Richmond,0,0,0
2006,"Streptococcus pneumoniae, invasive",502 Stapleton - St. George,5,4.2,3.9
2006,"Streptococcus pneumoniae, invasive",503 Willowbrook,1,1.2,1.1
2006,"Streptococcus pneumoniae, invasive",504 South Beach - Tottenville,3,1.6,1.6
2006,"Streptococcus pneumoniae, invasive","999 NYC resident, neighborhood unknown",579,99999,99999
2007,"Streptococcus pneumoniae, invasive",101 Kingsbridge - Riverdale,14,15.6,13.4
2007,"Streptococcus pneumoniae, invasive",102 Northeast Bronx,13,6.9,7.1
2007,"Streptococcus pneumoniae, invasive",103 Fordham - Bronx Park,32,12.9,14.4
2007,"Streptococcus pneumoniae, invasive",104 Pelham - Throgs Neck,41,14.1,13.9
2007,"Streptococcus pneumoniae, invasive",105 Crotona - Tremont,33,16.3,18.3
2007,"Streptococcus pneumoniae, invasive",106 High Bridge - Morrisania,32,16,17.6
2007,"Streptococcus pneumoniae, invasive",107 Hunts Point - Mott Haven,25,19.1,21.4
2007,"Streptococcus pneumoniae, invasive",201 Greenpoint,9,7.3,8.6
2007,"Streptococcus pneumoniae, invasive",202 Downtown - Heights - Slope,24,11.1,12
2007,"Streptococcus pneumoniae, invasive",203 Bedford Stuyvesant - Crown Heights,52,16.6,16.7
2007,"Streptococcus pneumoniae, invasive",204 East New York,35,19.4,21
2007,"Streptococcus pneumoniae, invasive",205 Sunset Park,10,8.1,8.3
2007,"Streptococcus pneumoniae, invasive",206 Borough Park,30,9.1,9.2
2007,"Streptococcus pneumoniae, invasive",207 East Flatbush - Flatbush,37,12.4,12.5
2007,"Streptococcus pneumoniae, invasive",208 Canarsie - Flatlands,15,7.7,7.7
2007,"Streptococcus pneumoniae, invasive",209 Bensonhurst - Bay Ridge,12,5.9,5.1
2007,"Streptococcus pneumoniae, invasive",210 Coney Island - Sheepshead Bay,27,9.3,7.7
2007,"Streptococcus pneumoniae, invasive",211 Williamsburg - Bushwick,28,13.9,14.5
2007,"Streptococcus pneumoniae, invasive",301 Washington Heights - Inwood,39,15.3,14.7
2007,"Streptococcus pneumoniae, invasive",302 Central Harlem - Morningside Heights,16,10,10.7
2007,"Streptococcus pneumoniae, invasive",303 East Harlem,25,22.8,23.5
2007,"Streptococcus pneumoniae, invasive",304 Upper West Side,17,7.7,6.7
2007,"Streptococcus pneumoniae, invasive",305 Upper East Side,14,6.3,6
2007,"Streptococcus pneumoniae, invasive",306 Chelsea - Clinton,15,10.6,10
2007,"Streptococcus pneumoniae, invasive",307 Gramercy Park - Murray Hill,10,7.5,7.5
2007,"Streptococcus pneumoniae, invasive",308 Greenwich Village - Soho,20,23.7,24.4
2007,"Streptococcus pneumoniae, invasive",309 Union Square - Lower East Side,27,13.5,14.6
2007,"Streptococcus pneumoniae, invasive",310 Lower Manhattan,5,10.6,9.2
2007,"Streptococcus pneumoniae, invasive",401 Long Island City - Astoria,18,8.5,8.6
2007,"Streptococcus pneumoniae, invasive",402 West Queens,38,8,8.6
2007,"Streptococcus pneumoniae, invasive",403 Flushing - Clearview,20,7.9,7.1
2007,"Streptococcus pneumoniae, invasive",404 Bayside - Littleneck,7,8.1,6
2007,"Streptococcus pneumoniae, invasive",405 Ridgewood - Forest Hills,9,3.7,3.3
2007,"Streptococcus pneumoniae, invasive",406 Fresh Meadows,3,3.2,2.9
2007,"Streptococcus pneumoniae, invasive",407 Southwest Queens,19,7.3,7.3
2007,"Streptococcus pneumoniae, invasive",408 Jamaica,40,14.2,14.2
2007,"Streptococcus pneumoniae, invasive",409 Southeast Queens,15,7.8,6.9
2007,"Streptococcus pneumoniae, invasive",410 Rockaway,9,8.2,7.9
2007,"Streptococcus pneumoniae, invasive",501 Port Richmond,7,10.3,11.1
2007,"Streptococcus pneumoniae, invasive",502 Stapleton - St. George,10,8.3,8.5
2007,"Streptococcus pneumoniae, invasive",503 Willowbrook,5,5.9,5.1
2007,"Streptococcus pneumoniae, invasive",504 South Beach - Tottenville,5,2.7,2.5
2007,"Streptococcus pneumoniae, invasive","999 NYC resident, neighborhood unknown",193,99999,99999
2008,"Streptococcus pneumoniae, invasive",101 Kingsbridge - Riverdale,8,8.9,7.5
2008,"Streptococcus pneumoniae, invasive",102 Northeast Bronx,20,10.6,10
2008,"Streptococcus pneumoniae, invasive",103 Fordham - Bronx Park,24,9.6,10.7
2008,"Streptococcus pneumoniae, invasive",104 Pelham - Throgs Neck,31,10.6,10.6
2008,"Streptococcus pneumoniae, invasive",105 Crotona - Tremont,34,16.7,19.9
2008,"Streptococcus pneumoniae, invasive",106 High Bridge - Morrisania,40,19.7,21.5
2008,"Streptococcus pneumoniae, invasive",107 Hunts Point - Mott Haven,31,23.3,28.1
2008,"Streptococcus pneumoniae, invasive",201 Greenpoint,13,10.4,11.5
2008,"Streptococcus pneumoniae, invasive",202 Downtown - Heights - Slope,25,11.4,11.2
2008,"Streptococcus pneumoniae, invasive",203 Bedford Stuyvesant - Crown Heights,69,22,22.9
2008,"Streptococcus pneumoniae, invasive",204 East New York,28,15.3,16.5
2008,"Streptococcus pneumoniae, invasive",205 Sunset Park,13,10.4,11.7
2008,"Streptococcus pneumoniae, invasive",206 Borough Park,28,8.4,8.4
2008,"Streptococcus pneumoniae, invasive",207 East Flatbush - Flatbush,43,14.4,13.8
2008,"Streptococcus pneumoniae, invasive",208 Canarsie - Flatlands,23,11.8,11.2
