Year,Disease,Neighborhood,Case Count,"Crude Rate per 100,000 Population","Age-Adjusted Rate per 100,000 Population"
2011,Cryptosporidiosis,307 Gramercy Park - Murray Hill,4,3,3.7
2011,Cryptosporidiosis,308 Greenwich Village - Soho,1,1.2,0.8
2011,Cryptosporidiosis,309 Union Square - Lower East Side,4,2,2.2
2011,Cryptosporidiosis,310 Lower Manhattan,0,0,0
2011,Cryptosporidiosis,401 Long Island City - Astoria,1,0.5,0.7
2011,Cryptosporidiosis,402 West Queens,8,1.6,1.6
2011,Cryptosporidiosis,403 Flushing - Clearview,1,0.4,0.3
2011,Cryptosporidiosis,404 Bayside - Littleneck,0,0,0
2011,Cryptosporidiosis,405 Ridgewood - Forest Hills,1,0.4,0.5
2011,Cryptosporidiosis,406 Fresh Meadows,0,0,0
2011,Cryptosporidiosis,407 Southwest Queens,0,0,0
2011,Cryptosporidiosis,408 Jamaica,1,0.3,0.3
2011,Cryptosporidiosis,409 Southeast Queens,0,0,0
2011,Cryptosporidiosis,410 Rockaway,0,0,0
2011,Cryptosporidiosis,501 Port Richmond,0,0,0
2011,Cryptosporidiosis,502 Stapleton - St. George,0,0,0
2011,Cryptosporidiosis,503 Willowbrook,0,0,0
2011,Cryptosporidiosis,504 South Beach - Tottenville,2,1.1,1.1
2012,Cryptosporidiosis,101 Kingsbridge - Riverdale,3,3.3,3.3
2012,Cryptosporidiosis,102 Northeast Bronx,1,0.5,0.6
2012,Cryptosporidiosis,103 Fordham - Bronx Park,4,1.5,1.6
2012,Cryptosporidiosis,104 Pelham - Throgs Neck,8,2.6,2.6
2012,Cryptosporidiosis,105 Crotona - Tremont,1,0.5,0.4
2012,Cryptosporidiosis,106 High Bridge - Morrisania,5,2.3,2.3
2012,Cryptosporidiosis,107 Hunts Point - Mott Haven,1,0.7,0.5
2012,Cryptosporidiosis,201 Greenpoint,1,0.7,0.5
2012,Cryptosporidiosis,202 Downtown - Heights - Slope,8,3.5,4.2
2012,Cryptosporidiosis,203 Bedford Stuyvesant - Crown Heights,8,2.5,2.4
2012,Cryptosporidiosis,204 East New York,1,0.5,0.4
2012,Cryptosporidiosis,205 Sunset Park,0,0,0
2012,Cryptosporidiosis,206 Borough Park,2,0.6,0.5
2012,Cryptosporidiosis,207 East Flatbush - Flatbush,9,3,3
2012,Cryptosporidiosis,208 Canarsie - Flatlands,1,0.5,0.6
2012,Cryptosporidiosis,209 Bensonhurst - Bay Ridge,0,0,0
2012,Cryptosporidiosis,210 Coney Island - Sheepshead Bay,2,0.7,0.8
2012,Cryptosporidiosis,211 Williamsburg - Bushwick,4,1.9,1.8
2012,Cryptosporidiosis,301 Washington Heights - Inwood,9,3.5,3.7
2012,Cryptosporidiosis,302 Central Harlem - Morningside Heights,6,3.6,3.3
2012,Cryptosporidiosis,303 East Harlem,3,2.7,2.6
2012,Cryptosporidiosis,304 Upper West Side,6,2.7,3.2
2012,Cryptosporidiosis,305 Upper East Side,6,2.7,3.5
2012,Cryptosporidiosis,306 Chelsea - Clinton,10,6.5,4.9
2012,Cryptosporidiosis,307 Gramercy Park - Murray Hill,6,4.4,3.3
2012,Cryptosporidiosis,308 Greenwich Village - Soho,5,5.9,4.6
2012,Cryptosporidiosis,309 Union Square - Lower East Side,4,2,1.6
2012,Cryptosporidiosis,310 Lower Manhattan,1,1.7,1.1
2012,Cryptosporidiosis,401 Long Island City - Astoria,2,0.9,0.8
2012,Cryptosporidiosis,402 West Queens,3,0.6,0.6
2012,Cryptosporidiosis,403 Flushing - Clearview,0,0,0
2012,Cryptosporidiosis,404 Bayside - Littleneck,0,0,0
2012,Cryptosporidiosis,405 Ridgewood - Forest Hills,3,1.2,1.2
2012,Cryptosporidiosis,406 Fresh Meadows,0,0,0
2012,Cryptosporidiosis,407 Southwest Queens,0,0,0
2012,Cryptosporidiosis,408 Jamaica,1,0.3,0.4
2012,Cryptosporidiosis,409 Southeast Queens,0,0,0
2012,Cryptosporidiosis,410 Rockaway,1,0.9,1
2012,Cryptosporidiosis,501 Port Richmond,0,0,0
2012,Cryptosporidiosis,502 Stapleton - St. George,0,0,0
2012,Cryptosporidiosis,503 Willowbrook,0,0,0
2012,Cryptosporidiosis,504 South Beach - Tottenville,0,0,0
2013,Cryptosporidiosis,101 Kingsbridge - Riverdale,0,0,0
2013,Cryptosporidiosis,102 Northeast Bronx,4,2.1,2.4
2013,Cryptosporidiosis,103 Fordham - Bronx Park,0,0,0
2013,Cryptosporidiosis,104 Pelham - Throgs Neck,1,0.3,0.3
2013,Cryptosporidiosis,105 Crotona - Tremont,6,2.8,2.9
2013,Cryptosporidiosis,106 High Bridge - Morrisania,3,1.4,1.3
2013,Cryptosporidiosis,107 Hunts Point - Mott Haven,0,0,0
2013,Cryptosporidiosis,201 Greenpoint,1,0.7,1.1
2013,Cryptosporidiosis,202 Downtown - Heights - Slope,1,0.4,0.5
2013,Cryptosporidiosis,203 Bedford Stuyvesant - Crown Heights,4,1.2,1.2
2013,Cryptosporidiosis,204 East New York,1,0.5,0.4
2013,Cryptosporidiosis,205 Sunset Park,0,0,0
2013,Cryptosporidiosis,206 Borough Park,0,0,0
2013,Cryptosporidiosis,207 East Flatbush - Flatbush,4,1.3,1.3
2013,Cryptosporidiosis,208 Canarsie - Flatlands,1,0.5,0.6
2013,Cryptosporidiosis,209 Bensonhurst - Bay Ridge,0,0,0
2013,Cryptosporidiosis,210 Coney Island - Sheepshead Bay,0,0,0
2013,Cryptosporidiosis,211 Williamsburg - Bushwick,2,0.9,0.9
2013,Cryptosporidiosis,301 Washington Heights - Inwood,6,2.4,2.4
2013,Cryptosporidiosis,302 Central Harlem - Morningside Heights,6,3.6,3.4
2013,Cryptosporidiosis,303 East Harlem,3,2.7,2.8
2013,Cryptosporidiosis,304 Upper West Side,4,1.8,1.5
2013,Cryptosporidiosis,305 Upper East Side,4,1.8,2.5
2013,Cryptosporidiosis,306 Chelsea - Clinton,8,5.1,3.8
2013,Cryptosporidiosis,307 Gramercy Park - Murray Hill,0,0,0
2013,Cryptosporidiosis,308 Greenwich Village - Soho,2,2.3,1.9
2013,Cryptosporidiosis,309 Union Square - Lower East Side,3,1.5,1.2
2013,Cryptosporidiosis,310 Lower Manhattan,0,0,0
2013,Cryptosporidiosis,401 Long Island City - Astoria,2,0.9,0.6
2013,Cryptosporidiosis,402 West Queens,2,0.4,0.5
2013,Cryptosporidiosis,403 Flushing - Clearview,1,0.4,0.4
2013,Cryptosporidiosis,404 Bayside - Littleneck,0,0,0
2013,Cryptosporidiosis,405 Ridgewood - Forest Hills,3,1.2,1.2
2013,Cryptosporidiosis,406 Fresh Meadows,1,1,0.8
2013,Cryptosporidiosis,407 Southwest Queens,1,0.4,0.4
2013,Cryptosporidiosis,408 Jamaica,2,0.7,0.7
2013,Cryptosporidiosis,409 Southeast Queens,0,0,0
2013,Cryptosporidiosis,410 Rockaway,1,0.9,1
2013,Cryptosporidiosis,501 Port Richmond,2,2.8,3.1
2013,Cryptosporidiosis,502 Stapleton - St. George,0,0,0
2013,Cryptosporidiosis,503 Willowbrook,0,0,0
2013,Cryptosporidiosis,504 South Beach - Tottenville,1,0.5,0.4
2014,Cryptosporidiosis,101 Kingsbridge - Riverdale,0,0,0
2014,Cryptosporidiosis,102 Northeast Bronx,6,3.1,3.6
2014,Cryptosporidiosis,103 Fordham - Bronx Park,4,1.5,1.4
2014,Cryptosporidiosis,104 Pelham - Throgs Neck,3,1,1
2014,Cryptosporidiosis,105 Crotona - Tremont,5,2.3,2.1
2014,Cryptosporidiosis,106 High Bridge - Morrisania,0,0,0
2014,Cryptosporidiosis,107 Hunts Point - Mott Haven,4,2.8,2.9
2014,Cryptosporidiosis,201 Greenpoint,0,0,0
2014,Cryptosporidiosis,202 Downtown - Heights - Slope,4,1.7,1.4
2014,Cryptosporidiosis,203 Bedford Stuyvesant - Crown Heights,2,0.6,0.7
2014,Cryptosporidiosis,204 East New York,2,1.1,1
2014,Cryptosporidiosis,205 Sunset Park,0,0,0
2014,Cryptosporidiosis,206 Borough Park,1,0.3,0.3
2014,Cryptosporidiosis,207 East Flatbush - Flatbush,5,1.7,1.5
2014,Cryptosporidiosis,208 Canarsie - Flatlands,1,0.5,0.6
2014,Cryptosporidiosis,209 Bensonhurst - Bay Ridge,1,0.4,0.4
2014,Cryptosporidiosis,210 Coney Island - Sheepshead Bay,3,1,1.1
2014,Cryptosporidiosis,211 Williamsburg - Bushwick,2,0.9,0.8
2012,Malaria,410 Rockaway,1,0.9,0.8
2014,Cryptosporidiosis,301 Washington Heights - Inwood,10,3.9,3.8
2014,Cryptosporidiosis,302 Central Harlem - Morningside Heights,2,1.2,1.2
2014,Cryptosporidiosis,303 East Harlem,6,5.3,5.3
2014,Cryptosporidiosis,304 Upper West Side,3,1.3,1.4
2014,Cryptosporidiosis,305 Upper East Side,7,3.1,3.6
2014,Cryptosporidiosis,306 Chelsea - Clinton,4,2.5,4.8
2014,Cryptosporidiosis,307 Gramercy Park - Murray Hill,6,4.4,3.9
2014,Cryptosporidiosis,308 Greenwich Village - Soho,3,3.5,2.4
2014,Cryptosporidiosis,309 Union Square - Lower East Side,4,2,1.7
2014,Cryptosporidiosis,310 Lower Manhattan,1,1.7,1.1
2014,Cryptosporidiosis,401 Long Island City - Astoria,0,0,0
2014,Cryptosporidiosis,402 West Queens,1,0.2,0.2
2014,Cryptosporidiosis,403 Flushing - Clearview,0,0,0
2014,Cryptosporidiosis,404 Bayside - Littleneck,0,0,0
2014,Cryptosporidiosis,405 Ridgewood - Forest Hills,4,1.6,1.8
2014,Cryptosporidiosis,406 Fresh Meadows,0,0,0
2014,Cryptosporidiosis,407 Southwest Queens,3,1.1,1
2014,Cryptosporidiosis,408 Jamaica,1,0.3,0.3
2014,Cryptosporidiosis,409 Southeast Queens,2,1,1.2
2014,Cryptosporidiosis,410 Rockaway,1,0.9,0.9
2014,Cryptosporidiosis,501 Port Richmond,0,0,0
2014,Cryptosporidiosis,502 Stapleton - St. George,0,0,0
2014,Cryptosporidiosis,503 Willowbrook,1,1.2,0.9
2014,Cryptosporidiosis,504 South Beach - Tottenville,0,0,0
2015,Cryptosporidiosis,101 Kingsbridge - Riverdale,4,4.3,4.3
2015,Cryptosporidiosis,102 Northeast Bronx,1,0.5,0.6
2015,Cryptosporidiosis,103 Fordham - Bronx Park,9,3.4,3.3
2015,Cryptosporidiosis,104 Pelham - Throgs Neck,3,1,0.9
2015,Cryptosporidiosis,105 Crotona - Tremont,4,1.8,1.9
2015,Cryptosporidiosis,106 High Bridge - Morrisania,6,2.7,2.5
2015,Cryptosporidiosis,107 Hunts Point - Mott Haven,1,0.7,0.6
2015,Cryptosporidiosis,201 Greenpoint,7,4.8,4
2015,Cryptosporidiosis,202 Downtown - Heights - Slope,7,2.9,3.3
2015,Cryptosporidiosis,203 Bedford Stuyvesant - Crown Heights,7,2.2,2
2015,Cryptosporidiosis,204 East New York,1,0.5,0.6
2015,Cryptosporidiosis,205 Sunset Park,0,0,0
2015,Cryptosporidiosis,206 Borough Park,1,0.3,0.3
2015,Cryptosporidiosis,207 East Flatbush - Flatbush,2,0.7,0.7
2015,Cryptosporidiosis,208 Canarsie - Flatlands,1,0.5,0.6
2015,Cryptosporidiosis,209 Bensonhurst - Bay Ridge,0,0,0
2015,Cryptosporidiosis,210 Coney Island - Sheepshead Bay,3,1,1
2015,Cryptosporidiosis,211 Williamsburg - Bushwick,5,2.3,2.3
2015,Cryptosporidiosis,301 Washington Heights - Inwood,14,5.5,5.3
2015,Cryptosporidiosis,302 Central Harlem - Morningside Heights,8,4.9,4.5
2015,Cryptosporidiosis,303 East Harlem,3,2.6,2.4
2015,Cryptosporidiosis,304 Upper West Side,11,4.8,5.2
2015,Cryptosporidiosis,305 Upper East Side,2,0.9,1.3
2015,Cryptosporidiosis,306 Chelsea - Clinton,9,5.6,6.7
2015,Cryptosporidiosis,307 Gramercy Park - Murray Hill,0,0,0
2015,Cryptosporidiosis,308 Greenwich Village - Soho,5,5.8,5.1
2015,Cryptosporidiosis,309 Union Square - Lower East Side,3,1.5,1.3
2015,Cryptosporidiosis,310 Lower Manhattan,1,1.7,1
2015,Cryptosporidiosis,401 Long Island City - Astoria,0,0,0
2015,Cryptosporidiosis,402 West Queens,2,0.4,0.4
2015,Cryptosporidiosis,403 Flushing - Clearview,2,0.7,0.9
2015,Cryptosporidiosis,404 Bayside - Littleneck,1,1.1,1.5
2015,Cryptosporidiosis,405 Ridgewood - Forest Hills,4,1.6,1.7
2015,Cryptosporidiosis,406 Fresh Meadows,0,0,0
2015,Cryptosporidiosis,407 Southwest Queens,2,0.7,0.8
2015,Cryptosporidiosis,408 Jamaica,0,0,0
2015,Cryptosporidiosis,409 Southeast Queens,2,1,1.3
2015,Cryptosporidiosis,410 Rockaway,1,0.9,1
2015,Cryptosporidiosis,501 Port Richmond,0,0,0
2015,Cryptosporidiosis,502 Stapleton - St. George,0,0,0
2015,Cryptosporidiosis,503 Willowbrook,1,1.1,0.9
2015,Cryptosporidiosis,504 South Beach - Tottenville,1,0.5,0.7
2016,Cryptosporidiosis,101 Kingsbridge - Riverdale,6,6.4,7.3
2016,Cryptosporidiosis,102 Northeast Bronx,3,1.5,1.7
2016,Cryptosporidiosis,103 Fordham - Bronx Park,7,2.6,2.5
2016,Cryptosporidiosis,104 Pelham - Throgs Neck,6,1.9,2
2016,Cryptosporidiosis,105 Crotona - Tremont,9,4.2,4
2016,Cryptosporidiosis,106 High Bridge - Morrisania,7,3.1,2.9
2016,Cryptosporidiosis,107 Hunts Point - Mott Haven,3,2.1,2.1
2016,Cryptosporidiosis,201 Greenpoint,3,2.1,1.5
2016,Cryptosporidiosis,202 Downtown - Heights - Slope,8,3.3,3
2016,Cryptosporidiosis,203 Bedford Stuyvesant - Crown Heights,7,2.2,2
2016,Cryptosporidiosis,204 East New York,3,1.6,1.7
2016,Cryptosporidiosis,205 Sunset Park,2,1.4,1.2
2016,Cryptosporidiosis,206 Borough Park,6,1.7,1.7
2016,Cryptosporidiosis,207 East Flatbush - Flatbush,3,1,1
2016,Cryptosporidiosis,208 Canarsie - Flatlands,2,1,1.1
2016,Cryptosporidiosis,209 Bensonhurst - Bay Ridge,1,0.4,0.4
2016,Cryptosporidiosis,210 Coney Island - Sheepshead Bay,4,1.3,1.6
2016,Cryptosporidiosis,211 Williamsburg - Bushwick,7,3.3,3.2
2016,Cryptosporidiosis,301 Washington Heights - Inwood,20,7.8,7.9
2016,Cryptosporidiosis,302 Central Harlem - Morningside Heights,5,3,2.7
2016,Cryptosporidiosis,303 East Harlem,4,3.5,3.3
2016,Cryptosporidiosis,304 Upper West Side,16,7.1,7.8
2016,Cryptosporidiosis,305 Upper East Side,7,3.1,4.7
2016,Cryptosporidiosis,306 Chelsea - Clinton,15,9.3,6.7
2016,Cryptosporidiosis,307 Gramercy Park - Murray Hill,5,3.7,2.6
2016,Cryptosporidiosis,308 Greenwich Village - Soho,4,4.7,4.6
2016,Cryptosporidiosis,309 Union Square - Lower East Side,5,2.4,3.2
2016,Cryptosporidiosis,310 Lower Manhattan,3,5.2,5.4
2016,Cryptosporidiosis,401 Long Island City - Astoria,4,1.8,1.6
2016,Cryptosporidiosis,402 West Queens,4,0.8,0.7
2016,Cryptosporidiosis,403 Flushing - Clearview,2,0.7,0.9
2016,Cryptosporidiosis,404 Bayside - Littleneck,0,0,0
2016,Cryptosporidiosis,405 Ridgewood - Forest Hills,2,0.8,1
2016,Cryptosporidiosis,406 Fresh Meadows,0,0,0
2016,Cryptosporidiosis,407 Southwest Queens,3,1.1,1.2
2016,Cryptosporidiosis,408 Jamaica,2,0.7,0.7
2016,Cryptosporidiosis,409 Southeast Queens,2,1,1.2
2016,Cryptosporidiosis,410 Rockaway,1,0.9,1
2016,Cryptosporidiosis,501 Port Richmond,0,0,0
2016,Cryptosporidiosis,502 Stapleton - St. George,1,0.8,0.8
2016,Cryptosporidiosis,503 Willowbrook,0,0,0
2016,Cryptosporidiosis,504 South Beach - Tottenville,1,0.5,0.6
2000,Legionellosis,101 Kingsbridge - Riverdale,1,1.1,1.1
2000,Legionellosis,102 Northeast Bronx,1,0.5,0.5
2000,Legionellosis,103 Fordham - Bronx Park,4,1.6,1.8
2000,Legionellosis,104 Pelham - Throgs Neck,5,1.7,1.8
2000,Legionellosis,105 Crotona - Tremont,0,0,0
2000,Legionellosis,106 High Bridge - Morrisania,0,0,0
2000,Legionellosis,107 Hunts Point - Mott Haven,1,0.8,1
2000,Legionellosis,201 Greenpoint,0,0,0
2000,Legionellosis,202 Downtown - Heights - Slope,1,0.5,0.6
2000,Legionellosis,203 Bedford Stuyvesant - Crown Heights,2,0.6,0.7
2000,Legionellosis,204 East New York,0,0,0
2000,Legionellosis,205 Sunset Park,0,0,0
2000,Legionellosis,206 Borough Park,0,0,0
2000,Legionellosis,207 East Flatbush - Flatbush,1,0.3,0.4
2000,Legionellosis,208 Canarsie - Flatlands,1,0.5,0.5
2000,Legionellosis,209 Bensonhurst - Bay Ridge,0,0,0
2000,Legionellosis,210 Coney Island - Sheepshead Bay,2,0.7,0.7
2000,Legionellosis,211 Williamsburg - Bushwick,1,0.5,0.5
2000,Legionellosis,301 Washington Heights - Inwood,0,0,0
2000,Legionellosis,302 Central Harlem - Morningside Heights,1,0.6,0.7
2000,Legionellosis,303 East Harlem,1,0.9,0.9
2000,Legionellosis,304 Upper West Side,2,0.9,0.8
2000,Legionellosis,305 Upper East Side,0,0,0
2000,Legionellosis,306 Chelsea - Clinton,2,1.6,1.7
2000,Legionellosis,307 Gramercy Park - Murray Hill,2,1.6,1.4
2000,Legionellosis,308 Greenwich Village - Soho,0,0,0
2000,Legionellosis,309 Union Square - Lower East Side,2,1,1
2000,Legionellosis,310 Lower Manhattan,0,0,0
2000,Legionellosis,401 Long Island City - Astoria,0,0,0
2000,Legionellosis,402 West Queens,1,0.2,0.3
2000,Legionellosis,403 Flushing - Clearview,0,0,0
2000,Legionellosis,404 Bayside - Littleneck,0,0,0
2000,Legionellosis,405 Ridgewood - Forest Hills,5,2,1.8
2000,Legionellosis,406 Fresh Meadows,0,0,0
2000,Legionellosis,407 Southwest Queens,2,0.7,0.8
2000,Legionellosis,408 Jamaica,4,1.4,1.4
2000,Legionellosis,409 Southeast Queens,2,1,1
2000,Legionellosis,410 Rockaway,0,0,0
2000,Legionellosis,501 Port Richmond,0,0,0
2000,Legionellosis,502 Stapleton - St. George,1,0.9,0.8
2000,Legionellosis,503 Willowbrook,2,2.4,2.2
2000,Legionellosis,504 South Beach - Tottenville,0,0,0
2001,Legionellosis,101 Kingsbridge - Riverdale,0,0,0
2001,Legionellosis,102 Northeast Bronx,0,0,0
2001,Legionellosis,103 Fordham - Bronx Park,1,0.4,0.4
2001,Legionellosis,104 Pelham - Throgs Neck,4,1.4,1.4
2001,Legionellosis,105 Crotona - Tremont,3,1.5,1.6
2001,Legionellosis,106 High Bridge - Morrisania,1,0.5,0.6
2001,Legionellosis,107 Hunts Point - Mott Haven,1,0.8,1.4
2001,Legionellosis,201 Greenpoint,0,0,0
2001,Legionellosis,202 Downtown - Heights - Slope,0,0,0
2001,Legionellosis,203 Bedford Stuyvesant - Crown Heights,0,0,0
2001,Legionellosis,204 East New York,8,4.5,5.4
2001,Legionellosis,205 Sunset Park,0,0,0
2001,Legionellosis,206 Borough Park,2,0.6,0.6
2001,Legionellosis,207 East Flatbush - Flatbush,0,0,0
2001,Legionellosis,208 Canarsie - Flatlands,0,0,0
2001,Legionellosis,209 Bensonhurst - Bay Ridge,0,0,0
2001,Legionellosis,210 Coney Island - Sheepshead Bay,2,0.7,0.5
2001,Legionellosis,211 Williamsburg - Bushwick,1,0.5,0.8
2001,Legionellosis,301 Washington Heights - Inwood,2,0.7,0.7
2001,Legionellosis,302 Central Harlem - Morningside Heights,3,1.9,1.9
2001,Legionellosis,303 East Harlem,1,0.9,1.1
2001,Legionellosis,304 Upper West Side,3,1.4,1.2
2001,Legionellosis,305 Upper East Side,1,0.5,0.4
2001,Legionellosis,306 Chelsea - Clinton,0,0,0
2001,Legionellosis,307 Gramercy Park - Murray Hill,0,0,0
2001,Legionellosis,308 Greenwich Village - Soho,0,0,0
2001,Legionellosis,309 Union Square - Lower East Side,1,0.5,0.5
2001,Legionellosis,310 Lower Manhattan,1,2.9,3.4
2001,Legionellosis,401 Long Island City - Astoria,0,0,0
2001,Legionellosis,402 West Queens,1,0.2,0.2
2001,Legionellosis,403 Flushing - Clearview,0,0,0
2001,Legionellosis,404 Bayside - Littleneck,2,2.3,2
2001,Legionellosis,405 Ridgewood - Forest Hills,2,0.8,0.6
2001,Legionellosis,406 Fresh Meadows,0,0,0
2001,Legionellosis,407 Southwest Queens,1,0.4,0.4
2001,Legionellosis,408 Jamaica,1,0.3,0.4
2001,Legionellosis,409 Southeast Queens,1,0.5,0.4
2001,Legionellosis,410 Rockaway,1,0.9,1
2001,Legionellosis,501 Port Richmond,0,0,0
2001,Legionellosis,502 Stapleton - St. George,0,0,0
2001,Legionellosis,503 Willowbrook,0,0,0
2001,Legionellosis,504 South Beach - Tottenville,0,0,0
2002,Legionellosis,101 Kingsbridge - Riverdale,1,1.1,0.7
2002,Legionellosis,102 Northeast Bronx,1,0.5,0.5
2002,Legionellosis,103 Fordham - Bronx Park,1,0.4,0.4
2002,Legionellosis,104 Pelham - Throgs Neck,3,1,1
2002,Legionellosis,105 Crotona - Tremont,2,1,2
2002,Legionellosis,106 High Bridge - Morrisania,1,0.5,0.6
2002,Legionellosis,107 Hunts Point - Mott Haven,0,0,0
2002,Legionellosis,201 Greenpoint,3,2.4,2.9
2002,Legionellosis,202 Downtown - Heights - Slope,2,0.9,0.8
2002,Legionellosis,203 Bedford Stuyvesant - Crown Heights,6,1.9,2
2002,Legionellosis,204 East New York,2,1.1,1.2
2002,Legionellosis,205 Sunset Park,0,0,0
2002,Legionellosis,206 Borough Park,1,0.3,0.3
2002,Legionellosis,207 East Flatbush - Flatbush,6,1.9,2
2002,Legionellosis,208 Canarsie - Flatlands,2,1,0.9
2002,Legionellosis,209 Bensonhurst - Bay Ridge,0,0,0
2002,Legionellosis,210 Coney Island - Sheepshead Bay,0,0,0
2002,Legionellosis,211 Williamsburg - Bushwick,4,2,2.5
2002,Legionellosis,301 Washington Heights - Inwood,3,1.1,1.3
2002,Legionellosis,302 Central Harlem - Morningside Heights,1,0.6,0.6
2002,Legionellosis,303 East Harlem,0,0,0
2002,Legionellosis,304 Upper West Side,1,0.5,0.4
2002,Legionellosis,305 Upper East Side,2,0.9,0.8
2002,Legionellosis,306 Chelsea - Clinton,1,0.8,0.5
2002,Legionellosis,307 Gramercy Park - Murray Hill,1,0.8,0.5
2002,Legionellosis,308 Greenwich Village - Soho,2,2.4,2.4
2002,Legionellosis,309 Union Square - Lower East Side,1,0.5,0.5
2002,Legionellosis,310 Lower Manhattan,1,2.8,3.2
2002,Legionellosis,401 Long Island City - Astoria,1,0.5,0.3
2002,Legionellosis,402 West Queens,3,0.6,0.7
2002,Legionellosis,403 Flushing - Clearview,2,0.8,0.7
2002,Legionellosis,404 Bayside - Littleneck,0,0,0
2002,Legionellosis,405 Ridgewood - Forest Hills,1,0.4,0.4
2002,Legionellosis,407 Southwest Queens,3,1.1,1.3
2002,Legionellosis,408 Jamaica,2,0.7,0.7
2002,Legionellosis,409 Southeast Queens,6,3,2.8
2002,Legionellosis,410 Rockaway,0,0,0
2002,Legionellosis,501 Port Richmond,0,0,0
2002,Legionellosis,502 Stapleton - St. George,1,0.8,0.8
2002,Legionellosis,503 Willowbrook,0,0,0
2002,Legionellosis,504 South Beach - Tottenville,0,0,0
2003,Legionellosis,101 Kingsbridge - Riverdale,3,3.3,2.2
2003,Legionellosis,102 Northeast Bronx,2,1.1,1
2003,Legionellosis,103 Fordham - Bronx Park,3,1.2,1.3
2003,Legionellosis,104 Pelham - Throgs Neck,3,1,1.1
2003,Legionellosis,105 Crotona - Tremont,0,0,0
2003,Legionellosis,106 High Bridge - Morrisania,7,3.5,4.7
2003,Legionellosis,107 Hunts Point - Mott Haven,0,0,0
2003,Legionellosis,201 Greenpoint,0,0,0
2003,Legionellosis,202 Downtown - Heights - Slope,1,0.5,0.5
2003,Legionellosis,203 Bedford Stuyvesant - Crown Heights,0,0,0
2003,Legionellosis,204 East New York,8,4.4,5.4
2003,Legionellosis,205 Sunset Park,2,1.6,2.1
2003,Legionellosis,206 Borough Park,3,0.9,1
2003,Legionellosis,207 East Flatbush - Flatbush,2,0.6,0.7
2003,Legionellosis,208 Canarsie - Flatlands,1,0.5,0.5
2003,Legionellosis,209 Bensonhurst - Bay Ridge,2,1,0.9
2003,Legionellosis,210 Coney Island - Sheepshead Bay,2,0.7,0.5
2003,Legionellosis,211 Williamsburg - Bushwick,0,0,0
2003,Legionellosis,301 Washington Heights - Inwood,3,1.1,1.3
2003,Legionellosis,302 Central Harlem - Morningside Heights,3,1.9,2.1
2003,Legionellosis,303 East Harlem,0,0,0
2003,Legionellosis,304 Upper West Side,2,0.9,0.8
2003,Legionellosis,305 Upper East Side,4,1.8,1.5
2003,Legionellosis,306 Chelsea - Clinton,2,1.5,1.6
2003,Legionellosis,307 Gramercy Park - Murray Hill,2,1.6,1.4
2003,Legionellosis,308 Greenwich Village - Soho,1,1.2,1.3
2003,Legionellosis,309 Union Square - Lower East Side,1,0.5,0.5
2003,Legionellosis,310 Lower Manhattan,0,0,0
2003,Legionellosis,401 Long Island City - Astoria,0,0,0
2003,Legionellosis,402 West Queens,2,0.4,0.5
2003,Legionellosis,403 Flushing - Clearview,1,0.4,0.3
2003,Legionellosis,404 Bayside - Littleneck,1,1.1,0.8
2003,Legionellosis,405 Ridgewood - Forest Hills,2,0.8,0.7
2003,Legionellosis,406 Fresh Meadows,0,0,0
2003,Legionellosis,407 Southwest Queens,1,0.4,0.4
2003,Legionellosis,408 Jamaica,1,0.4,0.3
2003,Legionellosis,409 Southeast Queens,1,0.5,0.5
2003,Legionellosis,410 Rockaway,2,1.8,1.9
2003,Legionellosis,501 Port Richmond,3,4.6,5.2
2003,Legionellosis,502 Stapleton - St. George,0,0,0
2003,Legionellosis,503 Willowbrook,0,0,0
2003,Legionellosis,504 South Beach - Tottenville,1,0.5,0.5
2004,Legionellosis,101 Kingsbridge - Riverdale,1,1.1,0.7
2004,Legionellosis,102 Northeast Bronx,1,0.5,0.5
2004,Legionellosis,103 Fordham - Bronx Park,3,1.2,1.3
2004,Legionellosis,104 Pelham - Throgs Neck,1,0.3,0.4
2004,Legionellosis,105 Crotona - Tremont,0,0,0
2004,Legionellosis,106 High Bridge - Morrisania,1,0.5,0.6
2004,Legionellosis,107 Hunts Point - Mott Haven,0,0,0
2004,Legionellosis,201 Greenpoint,1,0.8,1
2004,Legionellosis,202 Downtown - Heights - Slope,3,1.4,1.6
2004,Legionellosis,203 Bedford Stuyvesant - Crown Heights,2,0.6,0.8
2004,Legionellosis,204 East New York,2,1.1,1.2
2004,Legionellosis,205 Sunset Park,0,0,0
2004,Legionellosis,206 Borough Park,3,0.9,1
2004,Legionellosis,207 East Flatbush - Flatbush,5,1.6,1.5
2004,Legionellosis,208 Canarsie - Flatlands,0,0,0
2004,Legionellosis,209 Bensonhurst - Bay Ridge,0,0,0
2004,Legionellosis,210 Coney Island - Sheepshead Bay,2,0.7,0.6
2004,Legionellosis,211 Williamsburg - Bushwick,1,0.5,0.6
2004,Legionellosis,301 Washington Heights - Inwood,4,1.5,1.5
2004,Legionellosis,302 Central Harlem - Morningside Heights,3,1.9,2
2004,Legionellosis,303 East Harlem,2,1.8,2
2004,Legionellosis,304 Upper West Side,4,1.8,1.6
2004,Legionellosis,305 Upper East Side,1,0.5,0.4
2004,Legionellosis,306 Chelsea - Clinton,4,3,2.9
